Player,Team,Position,Age,Date of Birth,Birth City,Birth State/Province,Birth Country,Nationality,Height (in),Weight (lbs),Draft Year,Draft Team,Draft Round,Round Pick,Overall Draft Position
Rutger McGroarty,PIT,RW,21,2004-03-30,,,USA,,72,200,2022,WPG,1,14,14
Ryan Donato,CHI,C,29,1996-04-09,Boston,MA,USA,USA,72,190,2014,BOS,2,26,56
Ryan Graves,PIT,D,29,1995-05-21,Yarmouth,NS,CAN,CAN,77,220,2013,NYR,4,19,110
Ryan Greene,CHI,C,21,2003-10-21,,,CAN,,73,174,2022,CHI,2,25,57
Ryan Hartman,MIN,RW,30,1994-09-20,Hilton Head Isl.,SC,USA,USA,72,197,2013,CHI,1,30,30
Ryan Johnson,BUF,D,23,2001-07-24,,,USA,,72,170,2019,BUF,1,31,31
Ryan Leonard,WSH,RW,20,2005-01-21,,,USA,,72,192,2023,WSH,1,8,8
Ryan Lindgren,"COL, NYR",D,27,1998-02-11,Burnsville,MN,USA,USA,72,190,2016,BOS,2,19,49
Ryan Lomberg,CGY,LW,30,1994-09-12,Richmond Hill,ON,CAN,CAN,69,187,-,-,-,-,-
Ryan McDonagh,TBL,D,35,1989-06-13,St. Paul,MN,USA,USA,73,215,2007,MTL,1,12,12
Ryan McLeod,BUF,C,25,1999-09-21,Mississauga,ON,CAN,CAN,74,207,2018,EDM,2,9,40
Ryan Nugent-Hopkins,EDM,C,32,1993-04-12,Burnaby,BC,CAN,CAN,72,195,2011,EDM,1,1,1
Ryan O'Reilly,NSH,C,34,1991-02-07,Clinton,ON,CAN,CAN,73,207,2009,COL,2,3,33
Ryan Poehling,PHI,C,26,1999-01-03,Lakeville,MN,USA,USA,74,196,2017,MTL,1,25,25
Ryan Pulock,NYI,D,30,1994-10-06,Dauphin,MB,CAN,CAN,74,216,2013,NYI,1,15,15
Ryan Reaves,TOR,RW,38,1987-01-20,Winnipeg,MB,CAN,CAN,74,225,2005,STL,5,31,156
Ryan Shea,PIT,D,28,1997-02-11,Milton,MA,USA,USA,74,200,2015,CHI,4,30,121
Ryan Strome,ANA,C,31,1993-07-11,Mississauga,ON,CAN,CAN,73,191,2011,NYI,1,5,5
Ryan Suter,STL,D,40,1985-01-21,Madison,WI,USA,USA,73,205,2003,NSH,1,7,7
Ryan Suzuki,CAR,C,23,2001-05-28,London,ON,CAN,CAN,72,176,2019,CAR,1,28,28
Ryan Ufko,NSH,D,21,2003-05-07,,,USA,,72,174,2021,NSH,4,19,115
Ryan Winterton,SEA,C,21,2003-09-04,Markham,ON,CAN,CAN,74,175,2021,SEA,3,3,67
Ryker Evans,SEA,D,23,2001-12-13,Calgary,AB,CAN,CAN,71,189,2021,SEA,2,3,35
Sam Bennett,FLA,C,28,1996-06-20,Holland Landing,ON,CAN,CAN,73,195,2014,CGY,1,4,4
Sam Carrick,NYR,C,33,1992-02-04,Markham,ON,CAN,CAN,72,200,2010,TOR,5,24,144
Sam Colangelo,ANA,RW,23,2001-12-26,Stoneham,MA,USA,USA,74,205,-,-,-,-,-
Sam Lafferty,BUF,C,30,1995-03-06,Hollidaysburg,PA,USA,USA,73,195,2014,PIT,4,23,113
Sam Malinski,COL,D,26,1998-07-27,,,USA,,71,190,-,-,-,-,-
Sam Morton,CGY,C,25,1999-07-28,,,USA,,72,185,-,-,-,-,-
Sam Poulin,PIT,RW,24,2001-02-25,Blainville,QC,CAN,CAN,73,208,2019,PIT,1,21,21
Sam Reinhart,FLA,C,29,1995-11-06,West Vancouver,BC,CAN,CAN,74,193,2014,BUF,1,2,2
Sam Rinzel,CHI,D,20,2004-06-25,,,USA,,76,177,2022,CHI,1,25,25
Sam Steel,DAL,C,27,1998-02-03,Ardrossan,AB,CAN,CAN,71,184,2016,ANA,1,30,30
Samuel Bolduc,NYI,D,24,2000-12-09,Laval,QC,CAN,CAN,76,220,2019,NYI,2,26,57
Samuel Girard,COL,D,26,1998-05-12,Roberval,QC,CAN,CAN,70,170,2016,NSH,2,17,47
Samuel Helenius,LAK,C,22,2002-11-26,,,USA,,78,201,2021,L.A,2,27,59
Samuel Honzek,CGY,LW,20,2004-11-12,,,SVK,,76,186,2023,CGY,1,16,16
Scott Laughton,"PHI, TOR",C,30,1994-05-30,Oakville,ON,CAN,CAN,73,190,2012,PHI,1,20,20
Scott Mayfield,NYI,D,32,1992-10-14,St. Louis,MO,USA,USA,77,220,2011,NYI,2,4,34
Scott Morrow,CAR,D,22,2002-11-01,,,USA,,74,195,2021,CAR,2,8,40
Scott Perunovich,"NYI, STL",D,26,1998-08-18,Hibbing,MN,USA,USA,70,175,2018,STL,2,14,45
Scott Sabourin,SJS,RW,32,1992-07-30,Orleans,ON,CAN,CAN,75,208,-,-,-,-,-
Seamus Casey,NJD,D,21,2004-01-08,,,USA,,69,162,2022,N.J,2,14,46
Sean Couturier,PHI,C,32,1992-12-07,Phoenix,AZ,USA,CAN,75,211,2011,PHI,1,8,8
Sean Durzi,UTA,D,26,1998-10-21,Mississauga,ON,CAN,CAN,72,195,2018,TOR,2,21,52
Sean Kuraly,CBJ,C,32,1993-01-20,Dublin,OH,USA,USA,74,213,2011,S.J,5,12,133
Sean Monahan,CBJ,C,30,1994-10-12,Brampton,ON,CAN,CAN,74,196,2013,CGY,1,6,6
Sean Walker,CAR,D,30,1994-11-13,Keswick,ON,CAN,CAN,71,195,-,-,-,-,-
Sebastian Aho,CAR,C,27,1997-07-26,Rauma,,FIN,FIN,72,176,2015,CAR,2,5,35
Seth Jarvis,CAR,C,23,2002-02-01,Winnipeg,MB,CAN,CAN,70,175,2020,CAR,1,13,13
Seth Jones,"CHI, FLA",D,30,1994-10-03,Arlington,TX,USA,USA,76,213,2013,NSH,1,4,4
Shakir Mukhamadullin,SJS,D,23,2002-01-10,,,RUS,,76,178,2020,N.J,1,20,20
Shane Bowers,NJD,C,25,1999-07-30,Halifax,NS,CAN,CAN,74,186,2017,OTT,1,28,28
Shane Pinto,OTT,C,24,2000-11-12,Franklin Square,NY,USA,USA,75,201,2019,OTT,2,1,32
Shane Wright,SEA,C,21,2004-01-05,Burlington,ON,CAN,CAN,72,192,2022,SEA,1,4,4
Shayne Gostisbehere,CAR,D,31,1993-04-20,Pembroke Pines,FL,USA,USA,71,180,2012,PHI,3,17,78
Shea Theodore,VGK,D,29,1995-08-03,Langley,BC,CAN,CAN,74,197,2013,ANA,1,26,26
Sidney Crosby,PIT,C,37,1987-08-07,Cole Harbour,NS,CAN,CAN,71,200,2005,PIT,1,1,1
Simon Benoit,TOR,D,26,1998-09-19,Laval,QC,CAN,CAN,75,203,-,-,-,-,-
Simon Edvinsson,DET,D,22,2003-02-05,Kungsbacka,,SWE,SWE,78,209,2021,DET,1,6,6
Simon Holmstrom,NYI,RW,23,2001-05-24,Tranas,,SWE,SWE,74,205,2019,NYI,1,23,23
Simon Nemec,NJD,D,21,2004-02-15,Liptovsky Mikulas,,SVK,SVK,73,190,2022,N.J,1,2,2
Skyler Brind'Amour,CAR,C,25,1999-07-27,Raleigh,NC,USA,USA,74,175,2017,EDM,6,22,177
Sonny Milano,WSH,LW,28,1996-05-12,Massapequa,NY,USA,USA,72,194,2014,CBJ,1,16,16
Spencer Stastney,NSH,D,25,2000-01-04,Woodbridge,IL,USA,USA,72,184,2018,NSH,5,7,131
Stefan Noesen,NJD,RW,32,1993-02-12,Plano,TX,USA,USA,73,205,2011,OTT,1,21,21
Steven Lorentz,TOR,C,29,1996-04-13,Kitchener,ON,CAN,CAN,76,206,2015,CAR,7,5,186
Steven Santini,TBL,D,30,1995-03-07,Bronxville,NY,USA,USA,74,209,2013,N.J,2,12,42
Steven Stamkos,NSH,C,35,1990-02-07,Markham,ON,CAN,CAN,72,182,2008,T.B,1,1,1
T.J. Tynan,COL,C,33,1992-02-25,Orland Park,IL,USA,USA,68,165,2011,CBJ,3,5,66
TJ Brodie,CHI,D,34,1990-06-07,Chatham,ON,CAN,CAN,74,187,2008,CGY,4,23,114
Tage Thompson,BUF,C,27,1997-10-30,Phoenix,AZ,USA,USA,78,220,2016,STL,1,26,26
Tanner Jeannot,LAK,LW,27,1997-05-29,Estevan,SK,CAN,CAN,74,208,-,-,-,-,-
Tanner Laczynski,VGK,C,27,1997-06-01,Minooka,IL,USA,USA,73,190,2016,PHI,6,18,169
Tanner Pearson,VGK,LW,32,1992-08-10,Kitchener,ON,CAN,CAN,73,201,2012,L.A,1,30,30
Taylor Hall,"CAR, CHI",LW,33,1991-11-14,Calgary,AB,CAN,CAN,73,210,2010,EDM,1,1,1
Taylor Raddysh,WSH,RW,27,1998-02-18,Caledon,ON,CAN,CAN,75,198,2016,T.B,2,28,58
Taylor Ward,LAK,RW,27,1998-03-31,,,CAN,,74,207,-,-,-,-,-
Teddy Blueger,VAN,C,30,1994-08-15,Riga,,LVA,LVA,72,185,2012,PIT,2,22,52
Teuvo Teravainen,CHI,C,30,1994-09-11,Helsinki,,FIN,FIN,71,191,2012,CHI,1,18,18
Thomas Bordeleau,SJS,C,23,2002-01-03,Houston,TX,USA,USA,70,175,2020,S.J,2,7,38
Thomas Chabot,OTT,D,28,1997-01-30,Sainte-Marie,QC,CAN,CAN,74,195,2015,OTT,1,18,18
Thomas Harley,DAL,D,23,2001-08-19,Syracuse,NY,USA,USA,75,205,2019,DAL,1,18,18
Tim Stutzle,OTT,C,23,2002-01-15,Viersen,,DEU,DEU,72,193,2020,OTT,1,3,3
Tim Washe,ANA,C,23,2001-08-25,,,USA,,75,215,-,-,-,-,-
Timo Meier,NJD,RW,28,1996-10-08,Herisau,,CHE,CHE,73,220,2015,S.J,1,9,9
Timothy Liljegren,"SJS, TOR",D,25,1999-04-30,Kristianstad,,SWE,SWE,73,192,2017,TOR,1,17,17
Tobias Bjornfot,FLA,D,24,2001-04-06,Upplands Vasby,,SWE,SWE,72,200,2019,L.A,1,22,22
Tom Wilson,WSH,RW,31,1994-03-29,Toronto,ON,CAN,CAN,76,220,2012,WSH,1,16,16
Tomas Hertl,VGK,C,31,1993-11-12,Praha,,CZE,CZE,75,215,2012,S.J,1,17,17
Tomas Nosek,FLA,LW,32,1992-09-01,Pardubice,,CZE,CZE,75,205,-,-,-,-,-
Tomas Tatar,NJD,LW,34,1990-12-01,Ilava,,SVK,SVK,70,173,2009,DET,2,30,60
Tommy Novak,"NSH, PIT",C,27,1997-04-28,St. Paul,MN,USA,USA,73,179,2015,NSH,3,24,85
Tony DeAngelo,NYI,D,29,1995-10-24,Sewell,NJ,USA,USA,71,180,2014,T.B,1,19,19
Travis Boyd,MIN,C,31,1993-09-14,Hopkins,MN,USA,USA,72,190,2011,WSH,6,26,177
Travis Dermott,"EDM, MIN",D,28,1996-12-22,Newmarket,ON,CAN,CAN,72,202,2015,TOR,2,4,34
Travis Hamonic,OTT,D,34,1990-08-16,St. Malo,MB,CAN,CAN,73,200,2008,NYI,2,23,53
Travis Konecny,PHI,RW,28,1997-03-11,London,ON,CAN,CAN,70,175,2015,PHI,1,24,24
Travis Sanheim,PHI,D,29,1996-03-29,Elkhorn,MB,CAN,CAN,75,181,2014,PHI,1,17,17
Trent Frederic,"BOS, EDM",C,27,1998-02-11,St. Louis,MO,USA,USA,75,214,2016,BOS,1,29,29
Trevor Lewis,LAK,C,38,1987-01-08,Salt Lake City,UT,USA,USA,73,201,2006,L.A,1,17,17
Trevor Moore,LAK,LW,30,1995-03-31,Thousand Oaks,CA,USA,USA,70,195,-,-,-,-,-
Trevor Zegras,ANA,C,24,2001-03-20,Bedford,NY,USA,USA,72,185,2019,ANA,1,9,9
Trevor van Riemsdyk,WSH,D,33,1991-07-24,Middletown,NJ,USA,USA,75,191,-,-,-,-,-
Tristan Luneau,ANA,D,21,2004-01-12,,,CAN,,73,195,2022,ANA,2,21,53
Troy Stecher,EDM,D,31,1994-04-07,Richmond,BC,CAN,CAN,70,184,-,-,-,-,-
Troy Terry,ANA,RW,27,1997-09-10,Denver,CO,USA,USA,72,185,2015,ANA,5,27,148
Ty Dellandrea,SJS,C,24,2000-07-21,Toronto,ON,CAN,CAN,73,195,2018,DAL,1,13,13
Ty Emberson,EDM,D,24,2000-05-23,Eau Claire,WI,USA,USA,73,195,2018,ARI,3,11,73
Ty Mueller,VAN,C,22,2003-02-26,,,CAN,,71,185,2023,VAN,4,9,105
Ty Smith,CAR,D,25,2000-03-24,Lloydminster,AB,CAN,CAN,71,180,2018,N.J,1,17,17
Tye Felhaber,COL,LW,26,1998-08-05,Pembroke,ON,CAN,CAN,71,185,-,-,-,-,-
Tye Kartye,SEA,LW,23,2001-04-30,Kingston,ON,CAN,CAN,71,202,-,-,-,-,-
Tyler Bertuzzi,CHI,LW,30,1995-02-24,Sudbury,ON,CAN,CAN,73,186,2013,DET,2,28,58
Tyler Johnson,BOS,C,34,1990-07-29,Spokane,WA,USA,USA,68,185,-,-,-,-,-
Tyler Kleven,OTT,D,23,2002-01-10,Fargo,ND,USA,USA,76,200,2020,OTT,2,13,44
Tyler Motte,DET,C,30,1995-03-10,St. Clair,MI,USA,USA,70,192,2013,CHI,4,30,121
Tyler Myers,VAN,D,35,1990-02-01,Houston,TX,USA,CAN,80,229,2008,BUF,1,12,12
Tyler Seguin,DAL,C,33,1992-01-31,Brampton,ON,CAN,CAN,73,205,2010,BOS,1,2,2
Tyler Toffoli,SJS,C,32,1992-04-24,Scarborough,ON,CAN,CAN,72,203,2010,L.A,2,17,47
Tyler Tucker,STL,D,25,2000-03-01,Thunder Bay,ON,CAN,CAN,73,204,2018,STL,7,14,200
Tyson Barrie,CGY,D,33,1991-07-26,Victoria,BC,CAN,CAN,71,197,2009,COL,3,3,64
Tyson Foerster,PHI,RW,23,2002-01-18,Alliston,ON,CAN,CAN,74,194,2020,PHI,1,23,23
Tyson Jost,CAR,C,27,1998-03-14,St. Albert,AB,CAN,CAN,71,187,2016,COL,1,10,10
Tyson Kozak,BUF,C,22,2002-12-29,Souris,MB,CAN,CAN,71,173,2021,BUF,7,1,193
Urho Vaakanainen,"ANA, NYR",D,26,1999-01-01,Joensuu,,FIN,FIN,74,200,2017,BOS,1,18,18
Uvis Balinskis,FLA,D,28,1996-08-01,Ventspils,,Lat,,72,196,-,-,-,-,-
Valeri Nichushkin,COL,RW,30,1995-03-04,Chelyabinsk,,RUS,RUS,76,210,2013,DAL,1,10,10
Valtteri Puustinen,PIT,RW,25,1999-06-04,Kuopio,,FIN,FIN,69,183,2019,PIT,7,17,203
Vasily Podkolzin,EDM,RW,23,2001-06-24,Moscow,,RUS,RUS,73,190,2019,VAN,1,10,10
Vasily Ponomarev,PIT,C,23,2002-03-13,Moscow,,RUS,RUS,70,180,2020,CAR,2,22,53
Victor Hedman,TBL,D,34,1990-12-18,Ornskoldsvik,,SWE,SWE,79,244,2009,T.B,1,2,2
Victor Mancini,"NYR, VAN",D,22,2002-05-26,,,USA,,75,215,2022,NYR,5,30,159
Victor Olofsson,VGK,LW,29,1995-07-18,Ornskoldsvik,,SWE,SWE,71,181,2014,BUF,7,1,181
Viktor Arvidsson,EDM,LW,32,1993-04-08,Skellefteå,,SWE,SWE,70,185,2014,NSH,4,22,112
Ville Heinola,WPG,D,24,2001-02-03,Honkajoki,,FIN,FIN,71,181,2019,WPG,1,20,20
Ville Koivunen,PIT,RW,21,2003-06-13,,,FIN,,71,161,2021,CAR,2,19,51
Ville Ottavainen,SEA,D,22,2002-08-12,,,FIN,,77,210,2021,SEA,4,3,99
Vince Dunn,SEA,D,28,1996-10-29,Mississauga,ON,CAN,CAN,72,200,2015,STL,2,26,56
Vincent Desharnais,"PIT, SJS, VAN",D,28,1996-05-29,Laval,QC,CAN,CAN,78,215,2016,EDM,7,2,183
Vincent Trocheck,NYR,C,31,1993-07-11,Pittsburgh,PA,USA,USA,71,184,2011,FLA,3,3,64
Vinni Lettieri,BOS,C,30,1995-02-06,Excelsior,MN,USA,USA,70,184,-,-,-,-,-
Vinnie Hinostroza,"MIN, NSH",C,31,1994-04-03,Chicago,IL,USA,USA,70,183,2012,CHI,6,18,169
Vladimir Tarasenko,DET,RW,33,1991-12-13,Yaroslavl,,RUS,RUS,73,228,2010,STL,1,16,16
Vladislav Gavrikov,LAK,D,29,1995-11-21,Yaroslavl,,RUS,RUS,75,221,2015,CBJ,6,8,159
Vladislav Kolyachonok,"PIT, UTA",D,23,2001-05-26,Minsk,,BLR,BLR,73,193,2019,FLA,2,21,52
Vladislav Namestnikov,WPG,C,32,1992-11-22,Zhukovskiy,,RUS,RUS,72,179,2011,T.B,1,27,27
Walker Duehr,"CGY, SJS",RW,27,1997-11-23,Sioux Falls,SD,USA,USA,74,210,-,-,-,-,-
Warren Foegele,LAK,LW,29,1996-04-01,Markham,ON,CAN,CAN,74,198,2014,CAR,3,7,67
Will Borgen,"NYR, SEA",D,28,1996-12-19,Moorhead,MN,USA,USA,75,204,2015,BUF,4,1,92
Will Cuylle,NYR,LW,23,2002-02-05,Toronto,ON,CAN,CAN,75,211,2020,NYR,2,29,60
Will Smith,SJS,C,20,2005-03-17,,,USA,,72,181,2023,S.J,1,4,4
William Carrier,CAR,LW,30,1994-12-20,LaSalle,QC,CAN,CAN,74,218,2013,STL,2,27,57
William Eklund,SJS,LW,22,2002-10-12,Stockholm,,SWE,SWE,71,181,2021,S.J,1,7,7
William Karlsson,VGK,C,32,1993-01-08,Marsta,,SWE,SWE,72,190,2011,ANA,2,23,53
William Lagesson,DET,D,29,1996-02-22,Gothenburg,,SWE,SWE,74,207,2014,EDM,4,1,91
William Nylander,TOR,RW,28,1996-05-01,Calgary,AB,CAN,SWE,72,204,2014,TOR,1,8,8
Wyatt Aamodt,COL,D,27,1997-11-22,,,USA,,72,201,-,-,-,-,-
Wyatt Johnston,DAL,C,21,2003-05-14,Toronto,ON,CAN,CAN,73,185,2021,DAL,1,23,23
Wyatt Kaiser,CHI,D,22,2002-07-31,Andover,MN,USA,USA,72,173,2020,CHI,3,19,81
Yakov Trenin,MIN,C,28,1997-01-13,Chelyabinsk,,RUS,RUS,74,201,2015,NSH,2,25,55
Yanni Gourde,"SEA, TBL",C,33,1991-12-15,Saint-Narcisse,QC,CAN,CAN,69,174,-,-,-,-,-
Yegor Chinakhov,CBJ,RW,24,2001-02-01,Omsk,,RUS,RUS,73,204,2020,CBJ,1,21,21
Yegor Sharangovich,CGY,C,26,1998-06-06,Minsk,,BLR,BLR,74,196,2018,N.J,5,17,141
Zac Jones,NYR,D,24,2000-10-18,Richmond,VA,USA,USA,70,178,2019,NYR,3,6,68
Zach Aston-Reese,CBJ,C,30,1994-08-10,Staten Island,NY,USA,USA,73,205,-,-,-,-,-
Zach Benson,BUF,LW,19,2005-05-12,,,CAN,,69,163,2023,BUF,1,13,13
Zach Bogosian,MIN,D,34,1990-07-15,Massena,NY,USA,USA,74,222,2008,ATL,1,3,3
Zach Hyman,EDM,LW,32,1992-06-09,Toronto,ON,CAN,CAN,73,211,2010,FLA,5,3,123
Zach Werenski,CBJ,D,27,1997-07-19,Grosse Pointe,MI,USA,USA,74,213,2015,CBJ,1,8,8
Zach Whitecloud,VGK,D,28,1996-11-28,Brandon,MB,CAN,CAN,74,207,-,-,-,-,-
Zachary L'Heureux,NSH,LW,21,2003-05-15,,,CAN,,71,197,2021,NSH,1,27,27
Zack Bolduc,STL,"C, RW",22,2003-02-24,Trois-Rivieres,QC,CAN,CAN,72,187,2021,STL,1,17,17
Zack MacEwen,OTT,RW,28,1996-07-08,Charlottetown,PE,CAN,CAN,75,205,-,-,-,-,-
Zack Ostapchuk,"OTT, SJS",C,21,2003-05-29,St. Albert,AB,CAN,CAN,75,205,2021,OTT,2,7,39
Zayne Parekh,CGY,D,19,2006-02-15,,,CAN,,72,179,2024,CGY,1,9,9
Zemgus Girgensons,TBL,C,31,1994-01-05,Riga,,LVA,LVA,74,200,2012,BUF,1,14,14
